,EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
1147,4.791,9.913,2.3,5.41,0.108,2.737,-2.425,-2.064,-0.094,0.8,-0.481,2.747,1.038,-0.153,80.0,5244.0,1.0
1148,5.265,10.784,5.031,10.22,2.803,4.228,-1.708,-0.233,-0.095,0.8,-0.48,2.747,1.099,-0.092,80.0,5245.0,1.0
1149,5.379,11.044,7.359,14.047,5.418,5.724,-1.703,0.818,-0.097,0.799,-0.482,2.686,1.129,-0.092,80.0,5246.0,1.0
1150,5.059,10.668,8.853,15.081,7.271,6.739,-2.365,0.944,-0.096,0.799,-0.481,2.655,1.19,0.0,80.0,5247.0,1.0
1151,4.399,9.923,9.378,13.03,7.924,7.112,-3.475,0.218,-0.097,0.797,-0.483,2.533,1.129,0.0,80.0,5248.0,1.0
1152,3.206,8.928,8.896,8.931,7.147,6.973,-5.013,-1.436,-0.098,0.8,-0.482,2.472,1.068,0.0,80.0,5249.0,1.0
1153,1.418,7.72,7.562,4.24,5.214,6.65,-6.898,-4.024,-0.097,0.799,-0.482,2.411,1.007,0.031,80.0,5250.0,1.0
1154,-0.38,6.637,5.996,0.462,3.232,6.728,-8.435,-6.887,-0.096,0.798,-0.483,2.289,0.854,0.031,80.0,5251.0,1.0
1155,-1.48,6.111,4.997,-1.215,2.647,7.72,-8.579,-8.749,-0.097,0.798,-0.484,2.197,0.854,-0.061,80.0,5252.0,1.0
1156,-1.962,6.086,4.817,-0.735,4.182,9.468,-6.835,-8.551,-0.094,0.797,-0.486,2.197,0.824,0.0,80.0,5253.0,1.0
1157,-2.551,5.964,4.965,0.531,7.301,11.02,-3.726,-6.376,-0.094,0.798,-0.486,2.167,0.793,-0.061,80.0,5254.0,1.0
1158,-3.672,5.122,4.837,1.061,10.729,11.249,-0.434,-3.356,-0.095,0.798,-0.486,2.136,0.793,0.0,80.0,5255.0,1.0
1159,-5.088,3.37,4.308,0.919,13.419,9.631,2.023,-0.387,-0.093,0.797,-0.488,2.075,0.702,-0.092,80.0,5256.0,1.0
1160,-6.4,1.016,3.525,1.089,14.857,6.491,3.225,2.313,-0.092,0.798,-0.487,1.923,0.763,-0.244,80.0,5257.0,1.0
1161,-7.421,-1.331,2.448,1.248,14.743,2.639,3.171,4.223,-0.093,0.796,-0.489,1.862,0.732,-0.244,80.0,5258.0,1.0
1162,-7.985,-2.961,1.092,0.331,13.154,-0.892,2.204,4.474,-0.093,0.795,-0.485,1.892,0.671,-0.305,80.0,5259.0,1.0
1163,-7.99,-3.393,-0.117,-1.266,10.917,-3.0,1.067,3.014,-0.094,0.796,-0.485,1.862,0.702,-0.275,80.0,5260.0,1.0
1164,-7.838,-2.84,-0.855,-2.412,9.058,-3.1,0.449,0.666,-0.094,0.797,-0.483,1.862,0.732,-0.366,80.0,5261.0,1.0
1165,-8.147,-2.098,-1.346,-3.235,8.033,-1.531,0.522,-1.786,-0.094,0.793,-0.485,1.801,0.641,-0.305,80.0,5262.0,1.0
1166,-8.88,-1.728,-1.86,-4.66,7.775,0.911,1.174,-3.908,-0.095,0.793,-0.484,1.74,0.671,-0.305,80.0,5263.0,1.0
1167,-9.523,-1.802,-2.38,-6.978,7.92,3.509,2.241,-5.539,-0.095,0.796,-0.484,1.77,0.61,-0.336,80.0,5264.0,1.0
1168,-10.144,-2.358,-2.97,-9.696,7.877,5.709,3.402,-6.732,-0.095,0.796,-0.484,1.648,0.58,-0.397,80.0,5265.0,1.0
1169,-11.396,-3.515,-3.84,-11.943,7.257,7.175,4.39,-7.481,-0.097,0.795,-0.485,1.556,0.549,-0.458,80.0,5266.0,1.0
1170,-13.583,-5.212,-5.025,-12.856,6.322,7.876,5.458,-7.442,-0.095,0.794,-0.485,1.495,0.488,-0.641,80.0,5267.0,1.0
1171,-16.362,-7.23,-6.354,-12.151,5.756,7.971,7.267,-6.073,-0.096,0.795,-0.485,1.404,0.488,-0.641,80.0,5268.0,1.0
1172,-19.288,-9.424,-7.709,-10.426,5.935,7.552,10.127,-3.245,-0.098,0.795,-0.485,1.465,0.519,-0.58,80.0,5269.0,1.0
1173,-21.988,-11.634,-8.964,-8.522,6.615,6.544,13.538,0.432,-0.096,0.795,-0.486,1.404,0.488,-0.61,80.0,5270.0,1.0
1174,-23.739,-13.36,-9.602,-6.558,7.388,4.931,16.586,4.176,-0.096,0.795,-0.484,1.404,0.519,-0.641,80.0,5271.0,1.0
1175,-23.719,-13.957,-8.975,-4.475,7.969,2.897,18.483,7.459,-0.095,0.794,-0.486,1.251,0.427,-0.641,80.0,5272.0,1.0
1176,-21.973,-13.26,-7.108,-3.074,8.035,0.78,18.786,9.774,-0.097,0.795,-0.484,1.19,0.305,-0.58,80.0,5273.0,1.0
1177,-19.374,-11.615,-4.653,-2.868,7.51,-0.774,17.674,10.966,-0.1,0.797,-0.484,1.099,0.366,-0.702,80.0,5274.0,1.0
1178,-16.624,-9.409,-2.239,-3.005,6.848,-0.938,15.888,11.573,-0.099,0.795,-0.484,1.099,0.275,-0.58,80.0,5275.0,1.0
1179,-13.966,-6.963,-0.372,-2.782,6.421,0.603,13.977,11.972,-0.1,0.795,-0.488,1.007,0.244,-0.549,80.0,5276.0,1.0
1180,-11.685,-4.664,0.537,-2.478,6.047,3.301,11.919,11.885,-0.101,0.796,-0.483,0.977,0.214,-0.58,80.0,5277.0,1.0
1181,-10.147,-2.799,0.558,-2.052,5.453,6.218,9.605,11.247,-0.1,0.795,-0.484,0.946,0.153,-0.61,80.0,5278.0,1.0
1182,-9.293,-1.351,0.278,-1.066,4.555,8.462,6.959,10.263,-0.099,0.794,-0.485,0.977,0.031,-0.549,80.0,5279.0,1.0
1183,-8.43,-0.05,0.275,0.075,3.215,9.407,3.65,8.412,-0.1,0.793,-0.482,0.885,-0.031,-0.519,80.0,5280.0,1.0
1184,-6.771,1.488,0.826,0.392,1.412,9.088,-0.524,4.905,-0.1,0.795,-0.485,0.793,-0.031,-0.61,80.0,5281.0,1.0
1185,-4.06,3.515,2.055,-0.367,-0.388,8.271,-4.994,0.275,-0.1,0.794,-0.485,0.763,-0.092,-0.549,80.0,5282.0,1.0
1186,-0.338,6.045,4.207,-1.278,-1.385,7.853,-8.594,-3.509,-0.099,0.795,-0.486,0.793,-0.031,-0.458,80.0,5283.0,1.0
1187,4.687,9.069,7.675,-0.873,-0.925,8.161,-10.356,-4.703,-0.098,0.793,-0.485,0.732,-0.122,-0.336,80.0,5284.0,1.0
1188,11.328,12.59,12.575,1.671,1.119,8.795,-10.005,-3.155,-0.099,0.794,-0.483,0.702,-0.122,-0.275,80.0,5285.0,1.0
1189,19.097,16.342,18.313,5.862,4.346,9.121,-7.817,0.147,-0.101,0.794,-0.483,0.702,-0.183,-0.336,80.0,5286.0,1.0
1190,26.883,19.816,23.885,10.593,8.318,9.068,-4.123,4.481,-0.1,0.794,-0.488,0.702,-0.031,-0.244,80.0,5287.0,1.0
1191,33.893,22.651,28.566,15.373,13.004,9.32,0.885,9.886,-0.097,0.793,-0.485,0.671,0.0,-0.305,80.0,5288.0,1.0
1192,39.67,24.665,31.99,20.225,18.458,10.601,6.811,16.382,-0.097,0.793,-0.487,0.732,-0.092,-0.214,80.0,5289.0,1.0
1193,43.433,25.57,33.737,24.574,24.138,12.94,12.796,23.141,-0.098,0.792,-0.485,0.732,-0.092,-0.214,80.0,5290.0,1.0
1194,44.386,25.087,33.401,27.298,28.927,15.712,17.791,28.725,-0.095,0.792,-0.485,0.702,-0.031,-0.183,80.0,5291.0,1.0
1195,42.693,23.341,31.087,27.629,31.88,18.181,21.069,31.945,-0.096,0.792,-0.486,0.702,-0.031,-0.153,80.0,5292.0,1.0
1196,39.619,21.029,27.647,25.957,32.874,20.017,22.509,32.527,-0.096,0.793,-0.485,0.732,0.0,-0.183,80.0,5293.0,1.0
1197,36.709,19.114,24.411,24.151,32.58,21.402,22.539,31.229,-0.098,0.793,-0.481,0.702,0.061,-0.214,80.0,5294.0,1.0
1198,34.914,18.276,22.416,24.12,31.805,22.674,21.765,29.142,-0.096,0.794,-0.487,0.793,0.122,-0.122,80.0,5295.0,1.0
1199,34.438,18.609,21.824,26.037,30.945,23.959,20.616,26.865,-0.097,0.794,-0.483,0.854,0.031,-0.122,80.0,5296.0,1.0
1200,34.943,19.657,22.061,28.633,29.913,24.99,19.183,24.548,-0.097,0.794,-0.486,0.885,0.183,-0.183,80.0,5297.0,1.0
1201,35.53,20.565,22.218,30.406,28.284,25.109,17.181,22.274,-0.096,0.792,-0.484,0.885,0.244,-0.183,80.0,5298.0,1.0
1202,34.929,20.403,21.4,30.257,25.54,23.643,14.193,19.841,-0.096,0.794,-0.483,0.854,0.275,-0.183,80.0,5299.0,1.0
1203,32.34,18.659,19.134,28.051,21.444,20.424,10.08,16.539,-0.097,0.793,-0.483,0.854,0.214,-0.244,80.0,5300.0,1.0
1204,28.019,15.448,15.656,24.902,16.266,15.894,5.166,11.939,-0.097,0.794,-0.483,0.977,0.366,-0.275,80.0,5301.0,1.0
1205,22.698,11.146,11.549,22.005,10.513,10.631,0.046,6.582,-0.098,0.794,-0.484,1.007,0.336,-0.275,80.0,5302.0,1.0
1206,16.874,6.043,7.178,19.193,4.633,5.036,-4.655,1.505,-0.096,0.794,-0.482,0.977,0.427,-0.305,80.0,5303.0,1.0
1207,11.088,0.664,2.852,15.656,-0.709,-0.323,-8.221,-2.306,-0.098,0.793,-0.481,0.977,0.427,-0.458,80.0,5304.0,1.0
1208,6.123,-4.113,-0.912,11.488,-4.61,-4.538,-9.994,-4.174,-0.097,0.793,-0.483,0.977,0.458,-0.397,80.0,5305.0,1.0
1209,2.162,-7.765,-3.921,7.286,-6.813,-7.095,-10.047,-4.266,-0.097,0.793,-0.484,1.007,0.519,-0.488,80.0,5306.0,1.0
1210,-1.778,-10.68,-6.794,3.057,-8.197,-8.461,-9.331,-3.643,-0.099,0.795,-0.481,0.946,0.549,-0.427,80.0,5307.0,1.0
1211,-6.842,-13.701,-10.399,-1.337,-9.873,-9.57,-8.829,-3.326,-0.098,0.793,-0.483,1.007,0.702,-0.427,80.0,5308.0,1.0
1212,-12.983,-17.185,-14.883,-5.379,-12.054,-10.827,-8.719,-3.467,-0.098,0.793,-0.483,1.099,0.671,-0.519,80.0,5309.0,1.0
1213,-19.144,-20.722,-19.557,-8.474,-14.109,-11.848,-8.389,-3.496,-0.098,0.792,-0.479,1.19,0.671,-0.488,80.0,5310.0,1.0
1214,-24.572,-23.793,-23.694,-11.04,-15.558,-12.168,-7.183,-2.977,-0.1,0.795,-0.482,1.221,0.763,-0.427,80.0,5311.0,1.0
1215,-29.267,-26.337,-27.064,-14.289,-16.628,-12.005,-5.158,-2.266,-0.103,0.795,-0.484,1.19,0.793,-0.427,80.0,5312.0,1.0
1216,-33.251,-28.457,-29.657,-18.77,-17.811,-12.197,-3.164,-2.184,-0.101,0.794,-0.484,1.19,0.885,-0.458,80.0,5313.0,1.0
1217,-36.252,-30.014,-31.334,-23.446,-19.265,-13.54,-2.238,-3.126,-0.099,0.794,-0.484,1.16,0.824,-0.458,80.0,5314.0,1.0
1218,-38.109,-30.72,-31.876,-26.064,-20.713,-16.162,-2.884,-4.586,-0.1,0.793,-0.484,1.282,0.916,-0.366,80.0,5315.0,1.0
1219,-38.883,-30.447,-31.108,-24.63,-21.612,-19.355,-4.752,-5.488,-0.099,0.796,-0.485,1.221,0.854,-0.366,80.0,5316.0,1.0
1220,-38.657,-29.438,-29.178,-19.614,-21.59,-22.101,-6.981,-5.166,-0.101,0.796,-0.483,1.129,0.946,-0.336,80.0,5317.0,1.0
1221,-37.572,-28.178,-26.73,-14.274,-20.806,-23.707,-8.697,-3.895,-0.099,0.795,-0.484,1.282,0.977,-0.336,80.0,5318.0,1.0
1222,-35.816,-26.849,-24.291,-11.307,-19.555,-23.819,-9.01,-1.953,-0.1,0.794,-0.483,1.251,1.038,-0.275,80.0,5319.0,1.0
1223,-33.568,-25.127,-21.827,-10.417,-17.906,-22.381,-7.32,0.887,-0.1,0.796,-0.483,1.343,0.977,-0.275,80.0,5320.0,1.0
1224,-31.205,-22.869,-19.403,-10.634,-16.387,-20.103,-4.374,3.802,-0.101,0.795,-0.486,1.312,0.916,-0.244,80.0,5321.0,1.0
1225,-29.307,-20.677,-17.617,-12.498,-16.212,-18.406,-2.286,4.489,-0.103,0.794,-0.486,1.251,0.977,-0.183,80.0,5322.0,1.0
1226,-28.169,-19.385,-16.84,-16.146,-18.039,-18.37,-2.737,1.708,-0.104,0.795,-0.482,1.251,1.038,-0.214,80.0,5323.0,1.0
1227,-27.407,-19.135,-16.552,-19.364,-20.953,-19.834,-5.502,-2.957,-0.103,0.794,-0.484,1.343,0.977,-0.214,80.0,5324.0,1.0
1228,-26.113,-19.16,-15.736,-19.15,-23.072,-21.549,-8.882,-6.618,-0.101,0.794,-0.482,1.343,0.977,-0.153,80.0,5325.0,1.0
1229,-23.648,-18.492,-13.837,-14.7,-23.028,-22.151,-11.265,-7.656,-0.101,0.795,-0.483,1.312,1.068,-0.061,80.0,5326.0,1.0
1230,-20.48,-16.854,-11.356,-8.269,-20.966,-21.124,-12.162,-6.572,-0.101,0.793,-0.485,1.312,0.977,-0.092,80.0,5327.0,1.0
1231,-18.002,-14.806,-9.469,-3.359,-18.224,-18.916,-11.989,-4.913,-0.099,0.796,-0.483,1.312,0.977,-0.092,80.0,5328.0,1.0
1232,-17.187,-13.137,-8.998,-2.241,-16.139,-16.333,-11.211,-3.921,-0.101,0.794,-0.484,1.312,0.946,-0.061,80.0,5329.0,1.0
1233,-17.76,-12.36,-9.836,-4.943,-15.245,-14.039,-10.003,-4.088,-0.101,0.794,-0.485,1.312,0.977,-0.061,80.0,5330.0,1.0
1234,-18.96,-12.737,-11.413,-9.933,-15.417,-12.48,-8.552,-5.262,-0.099,0.795,-0.484,1.251,1.007,-0.031,80.0,5331.0,1.0
1235,-20.508,-14.367,-13.343,-14.979,-16.262,-11.83,-7.119,-6.72,-0.1,0.794,-0.482,1.251,1.007,0.031,80.0,5332.0,1.0
1236,-22.403,-17.0,-15.483,-18.171,-17.297,-11.917,-5.778,-7.689,-0.099,0.794,-0.483,1.251,0.977,-0.061,80.0,5333.0,1.0
1237,-24.291,-19.903,-17.617,-19.202,-18.04,-12.317,-4.369,-8.141,-0.1,0.796,-0.482,1.282,1.038,-0.061,80.0,5334.0,1.0
1238,-25.593,-22.131,-19.258,-19.02,-18.009,-12.555,-2.651,-8.481,-0.1,0.794,-0.482,1.312,1.068,-0.061,80.0,5335.0,1.0
1239,-26.166,-23.144,-19.953,-18.325,-16.88,-12.343,-0.481,-8.5,-0.101,0.795,-0.485,1.312,0.977,-0.092,80.0,5336.0,1.0
1240,-26.354,-23.147,-19.801,-17.162,-14.839,-11.765,1.959,-7.425,-0.099,0.794,-0.486,1.221,1.007,-0.122,80.0,5337.0,1.0
1241,-26.485,-22.867,-19.47,-15.426,-12.683,-11.251,4.042,-5.17,-0.1,0.794,-0.483,1.221,1.007,-0.183,80.0,5338.0,1.0
1242,-26.666,-23.041,-19.688,-13.28,-11.457,-11.311,4.94,-2.942,-0.1,0.795,-0.483,1.19,0.977,-0.183,80.0,5339.0,1.0
1243,-26.956,-23.949,-20.668,-11.474,-11.841,-12.111,4.208,-2.071,-0.101,0.795,-0.484,1.19,0.946,-0.183,80.0,5340.0,1.0
1244,-27.383,-25.192,-21.97,-11.01,-13.722,-13.281,2.143,-2.559,-0.1,0.793,-0.482,1.16,1.038,-0.214,80.0,5341.0,1.0
1245,-27.666,-25.911,-22.802,-11.911,-16.248,-14.168,-0.434,-3.338,-0.101,0.793,-0.487,1.19,1.129,-0.305,80.0,5342.0,1.0
1246,-27.363,-25.483,-22.606,-12.951,-18.393,-14.287,-2.664,-3.664,-0.099,0.794,-0.485,1.19,1.038,-0.336,80.0,5343.0,1.0
1247,-26.579,-24.175,-21.607,-13.423,-19.629,-13.6,-4.056,-3.694,-0.1,0.796,-0.485,1.16,1.038,-0.336,80.0,5344.0,1.0
1248,-25.935,-22.804,-20.551,-13.985,-20.015,-12.377,-4.544,-3.833,-0.098,0.797,-0.482,1.129,1.038,-0.305,80.0,5345.0,1.0
1249,-25.526,-21.684,-19.692,-14.93,-19.63,-10.715,-4.198,-4.064,-0.101,0.796,-0.484,1.129,1.038,-0.305,80.0,5346.0,1.0
1250,-24.722,-20.341,-18.56,-15.236,-18.343,-8.448,-3.083,-4.096,-0.102,0.796,-0.484,1.221,1.068,-0.427,80.0,5347.0,1.0
1251,-23.306,-18.386,-16.957,-14.041,-16.315,-5.772,-1.53,-3.835,-0.102,0.797,-0.485,1.038,0.824,-0.305,80.0,5348.0,1.0
1252,-21.975,-16.194,-15.585,-11.975,-14.303,-3.607,-0.202,-3.404,-0.099,0.796,-0.483,0.885,0.824,-0.336,80.0,5349.0,1.0
1253,-21.416,-14.562,-15.374,-10.608,-13.173,-3.045,0.258,-2.895,-0.102,0.796,-0.484,0.916,0.854,-0.336,80.0,5350.0,1.0
1254,-21.436,-13.928,-16.356,-10.684,-13.113,-4.42,-0.287,-2.15,-0.101,0.796,-0.485,0.946,0.885,-0.427,80.0,5351.0,1.0
1255,-21.287,-14.046,-17.474,-11.265,-13.495,-6.964,-1.346,-0.883,-0.1,0.797,-0.481,0.824,0.916,-0.427,80.0,5352.0,1.0
1256,-20.457,-14.34,-17.546,-11.146,-13.633,-9.424,-2.288,0.624,-0.104,0.797,-0.484,0.824,0.916,-0.336,80.0,5353.0,1.0
1257,-18.797,-14.277,-16.089,-10.415,-13.338,-10.855,-2.798,1.37,-0.101,0.797,-0.485,0.702,0.916,-0.336,80.0,5354.0,1.0
1258,-16.269,-13.479,-13.302,-9.751,-12.62,-10.855,-2.747,0.817,-0.101,0.797,-0.485,0.58,0.824,-0.427,80.0,5355.0,1.0
1259,-13.241,-11.913,-9.825,-9.261,-11.41,-9.434,-1.971,-0.242,-0.101,0.797,-0.483,0.519,0.824,-0.397,80.0,5356.0,1.0
1260,-10.793,-9.974,-6.535,-8.654,-9.784,-6.925,-0.439,-0.597,-0.1,0.797,-0.483,0.488,0.793,-0.397,80.0,5357.0,1.0
1261,-10.03,-8.273,-4.111,-7.566,-8.096,-3.968,1.469,0.007,-0.099,0.798,-0.483,0.458,0.793,-0.305,80.0,5358.0,1.0
1262,-11.232,-7.445,-2.911,-5.977,-6.913,-1.462,2.853,0.665,-0.1,0.798,-0.483,0.397,0.793,-0.305,80.0,5359.0,1.0
1263,-14.053,-8.069,-3.358,-4.873,-6.975,-0.376,2.548,0.09,-0.101,0.797,-0.482,0.305,0.671,-0.183,80.0,5360.0,1.0
1264,-18.137,-10.524,-5.967,-5.616,-8.944,-1.37,-0.18,-2.431,-0.1,0.796,-0.485,0.336,0.702,-0.366,80.0,5361.0,1.0
1265,-22.948,-14.609,-10.639,-8.256,-12.742,-4.357,-4.831,-6.369,-0.101,0.797,-0.486,0.183,0.793,-0.275,80.0,5362.0,1.0
1266,-27.366,-19.243,-16.186,-11.098,-17.171,-8.379,-9.632,-10.051,-0.101,0.795,-0.482,0.153,0.702,-0.275,80.0,5363.0,1.0
1267,-30.286,-23.012,-20.995,-12.528,-20.654,-12.182,-12.771,-11.732,-0.1,0.796,-0.483,0.214,0.732,-0.122,80.0,5364.0,1.0
1268,-31.602,-25.25,-24.128,-12.763,-22.45,-15.055,-13.767,-10.866,-0.1,0.794,-0.482,0.092,0.793,-0.031,80.0,5365.0,1.0
1269,-31.967,-26.246,-25.489,-13.048,-22.918,-17.013,-13.458,-8.541,-0.098,0.797,-0.484,0.244,0.763,0.092,80.0,5366.0,1.0
1270,-31.704,-26.448,-25.253,-13.895,-22.735,-18.261,-12.853,-6.693,-0.099,0.795,-0.487,0.122,0.702,0.031,80.0,5367.0,1.0
1271,-30.497,-25.816,-23.511,-14.821,-22.106,-18.653,-12.205,-6.532,-0.1,0.798,-0.483,0.122,0.763,0.031,80.0,5368.0,1.0
1272,-28.132,-24.042,-20.424,-15.244,-20.769,-17.78,-11.135,-7.735,-0.1,0.795,-0.484,0.122,0.824,0.061,80.0,5369.0,1.0
1273,-25.114,-21.212,-16.576,-14.947,-18.624,-15.634,-9.546,-9.234,-0.1,0.795,-0.482,0.153,0.854,0.061,80.0,5370.0,1.0
1274,-22.361,-18.097,-12.966,-13.752,-16.117,-13.022,-8.142,-10.288,-0.099,0.795,-0.481,0.153,0.793,0.0,80.0,5371.0,1.0
1275,-20.563,-15.693,-10.457,-11.381,-13.927,-11.072,-7.819,-10.582,-0.099,0.794,-0.481,0.153,0.854,0.092,80.0,5372.0,1.0
1276,-20.051,-14.545,-9.325,-8.001,-12.467,-10.34,-8.715,-9.871,-0.097,0.793,-0.48,0.153,1.007,0.061,80.0,5373.0,1.0
1277,-20.854,-14.454,-9.287,-4.504,-11.685,-10.397,-10.043,-8.046,-0.099,0.793,-0.479,0.214,0.885,-0.122,80.0,5374.0,1.0
1278,-22.385,-14.6,-9.665,-1.883,-11.146,-10.225,-10.716,-5.465,-0.099,0.792,-0.481,0.336,0.977,-0.122,80.0,5375.0,1.0
1279,-23.342,-13.9,-9.49,-0.305,-10.273,-8.996,-10.064,-2.843,-0.096,0.79,-0.481,0.397,1.007,-0.122,80.0,5376.0,1.0
1280,-22.531,-11.613,-7.933,0.963,-8.724,-6.679,-8.145,-0.742,-0.097,0.789,-0.48,0.427,1.068,-0.183,80.0,5377.0,1.0
1281,-19.966,-7.981,-5.095,2.266,-6.791,-4.077,-5.631,0.505,-0.098,0.79,-0.479,0.488,1.221,-0.183,80.0,5378.0,1.0
1282,-16.755,-4.082,-2.072,2.654,-5.15,-2.126,-3.251,0.72,-0.099,0.788,-0.48,0.58,1.251,-0.305,80.0,5379.0,1.0
1283,-13.965,-0.829,0.145,1.106,-4.025,-0.996,-1.178,0.254,-0.1,0.788,-0.481,0.671,1.221,-0.366,80.0,5380.0,1.0
1284,-12.195,1.433,1.314,-2.004,-3.199,-0.215,0.755,-0.125,-0.098,0.791,-0.48,0.824,1.282,-0.519,80.0,5381.0,1.0
1285,-11.913,2.22,1.322,-5.545,-3.041,0.142,2.088,-0.244,-0.097,0.79,-0.483,0.946,1.282,-0.488,80.0,5382.0,1.0
1286,-13.229,0.648,-0.23,-8.856,-4.66,-0.973,1.655,-0.802,-0.098,0.791,-0.483,0.977,1.251,-0.58,80.0,5383.0,1.0
1287,-15.322,-3.513,-3.314,-11.427,-8.538,-4.306,-1.146,-2.261,-0.098,0.793,-0.483,1.099,1.19,-0.61,80.0,5384.0,1.0
1288,-16.819,-9.026,-6.896,-12.049,-13.59,-9.095,-5.433,-4.011,-0.101,0.794,-0.486,1.129,1.251,-0.702,80.0,5385.0,1.0
1289,-17.009,-13.982,-9.663,-9.614,-17.936,-13.527,-9.503,-5.019,-0.102,0.795,-0.485,1.251,1.251,-0.58,80.0,5386.0,1.0
1290,-16.363,-17.156,-11.158,-4.676,-20.283,-16.118,-12.059,-4.828,-0.103,0.801,-0.486,1.19,1.251,-0.61,80.0,5387.0,1.0
1291,-15.749,-18.365,-11.809,0.738,-20.41,-16.525,-12.675,-3.587,-0.103,0.802,-0.484,1.19,1.19,-0.549,80.0,5388.0,1.0
1292,-15.605,-18.026,-12.122,4.629,-18.907,-15.516,-11.655,-1.796,-0.104,0.799,-0.485,1.16,1.19,-0.641,80.0,5389.0,1.0
1293,-16.017,-16.809,-12.231,5.933,-16.782,-14.418,-9.844,-0.322,-0.103,0.799,-0.486,1.19,1.129,-0.641,80.0,5390.0,1.0
1294,-16.915,-15.324,-12.019,4.772,-14.873,-14.272,-8.19,0.096,-0.1,0.8,-0.482,1.099,1.129,-0.671,80.0,5391.0,1.0
1295,-17.868,-13.734,-11.345,2.299,-13.293,-15.164,-7.114,-0.369,-0.102,0.801,-0.481,0.977,1.129,-0.61,80.0,5392.0,1.0
1296,-18.151,-11.814,-10.152,0.252,-11.551,-16.313,-6.349,-0.701,-0.101,0.798,-0.48,0.977,1.099,-0.58,80.0,5393.0,1.0
1297,-17.483,-9.568,-8.579,0.306,-9.27,-16.767,-5.428,0.075,-0.102,0.799,-0.481,0.946,1.19,-0.549,80.0,5394.0,1.0
1298,-16.512,-7.573,-7.101,2.681,-6.765,-16.052,-4.342,1.863,-0.102,0.8,-0.483,0.885,1.19,-0.427,80.0,5395.0,1.0
1299,-16.154,-6.466,-6.316,5.196,-4.856,-14.331,-3.677,3.252,-0.103,0.799,-0.486,0.793,1.251,-0.336,80.0,5396.0,1.0
1300,-16.505,-6.204,-6.31,5.148,-4.06,-12.198,-4.046,2.718,-0.103,0.799,-0.481,0.854,1.068,-0.275,80.0,5397.0,1.0
1301,-16.776,-6.107,-6.442,2.476,-4.115,-10.37,-5.443,0.152,-0.101,0.801,-0.484,0.763,1.038,-0.275,80.0,5398.0,1.0
1302,-16.22,-5.616,-5.98,-0.049,-4.375,-9.382,-7.291,-3.122,-0.102,0.799,-0.485,0.854,1.129,-0.183,80.0,5399.0,1.0
1303,-14.747,-4.739,-4.823,0.129,-4.454,-9.36,-8.947,-5.638,-0.102,0.799,-0.484,0.824,1.129,-0.092,80.0,5400.0,1.0
1304,-12.907,-3.794,-3.644,2.708,-4.42,-10.017,-10.052,-6.807,-0.101,0.798,-0.482,0.702,1.038,0.0,80.0,5401.0,1.0
1305,-11.728,-3.127,-3.481,4.93,-4.54,-10.885,-10.527,-6.969,-0.102,0.796,-0.483,0.793,0.885,0.061,80.0,5402.0,1.0
1306,-12.126,-2.951,-4.849,4.409,-4.818,-11.482,-10.287,-6.696,-0.102,0.795,-0.479,0.793,0.916,-0.031,80.0,5403.0,1.0
1307,-14.04,-3.153,-7.13,1.319,-4.734,-11.42,-8.964,-6.006,-0.102,0.795,-0.481,0.61,1.068,0.061,80.0,5404.0,1.0
1308,-16.444,-3.417,-9.166,-2.227,-3.643,-10.626,-6.144,-4.374,-0.104,0.795,-0.479,0.641,1.038,0.061,80.0,5405.0,1.0
1309,-18.495,-3.704,-10.51,-4.471,-1.51,-9.472,-2.016,-1.569,-0.101,0.796,-0.48,0.702,1.038,0.122,80.0,5406.0,1.0
1310,-20.219,-4.342,-11.619,-4.938,0.971,-8.487,2.386,1.9,-0.102,0.795,-0.482,0.641,1.038,0.061,80.0,5407.0,1.0
1311,-21.775,-5.445,-12.838,-3.575,3.017,-7.881,5.757,5.053,-0.102,0.795,-0.479,0.702,0.885,0.061,80.0,5408.0,1.0
1312,-22.748,-6.628,-13.912,-0.933,4.13,-7.411,7.206,6.451,-0.1,0.795,-0.479,0.671,0.854,0.061,80.0,5409.0,1.0
1313,-22.779,-7.498,-14.628,0.91,3.948,-6.787,6.415,4.536,-0.1,0.795,-0.48,0.58,0.885,0.153,80.0,5410.0,1.0
1314,-22.193,-8.017,-15.159,-0.294,2.42,-5.999,3.741,-0.861,-0.1,0.797,-0.481,0.671,0.916,0.122,80.0,5411.0,1.0
1315,-21.391,-8.203,-15.471,-4.366,0.296,-5.17,0.441,-7.521,-0.1,0.796,-0.483,0.671,1.007,0.122,80.0,5412.0,1.0
1316,-20.126,-7.867,-14.988,-8.525,-1.039,-4.347,-1.783,-12.006,-0.099,0.796,-0.482,0.641,1.007,0.061,80.0,5413.0,1.0
1317,-17.936,-6.858,-13.156,-9.876,-0.582,-3.527,-1.921,-12.121,-0.101,0.797,-0.479,0.61,1.007,0.0,80.0,5414.0,1.0
1318,-14.957,-5.332,-10.072,-7.551,1.498,-2.758,-0.318,-8.315,-0.1,0.797,-0.476,0.58,0.946,-0.031,80.0,5415.0,1.0
